id,member_id,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt
LOAN_00001051,MEM_0001051,14575,7336, 60 months,13.7,405.5203223625166,D,5 years,OWN,123721,Source Verified,2018-04-13,Fully Paid,credit_card,36.15,2,681,686,17,0,29760,68.4,17,594
LOAN_00001052,MEM_0001052,8970,10630, 60 months,6.19,711.658068462097,C,10+ years,RENT,198547,Verified,2017-06-11,Fully Paid,other,12.1,4,741,746,21,2,336,64.8,28,39390
LOAN_00001053,MEM_0001053,35911,18256, 60 months,14.44,762.8529593868905,D,< 1 year,RENT,110802,Not Verified,2018-07-24,Fully Paid,home_improvement,8.92,3,744,749,17,1,19311,74.5,31,15741
LOAN_00001054,MEM_0001054,22591,34909, 60 months,15.34,741.9393481791633,A,5 years,MORTGAGE,99605,Verified,2017-10-04,Charged Off,major_purchase,36.08,3,819,824,11,0,29845,99.4,19,18959
LOAN_00001055,MEM_0001055,32821,34719, 36 months,22.09,917.751258335936,E,1 year,RENT,184330,Verified,2015-07-06,Fully Paid,major_purchase,30.94,4,772,777,24,2,3260,80.6,47,42995
LOAN_00001056,MEM_0001056,10503,31013, 60 months,19.65,92.70787794249534,A,3 years,OWN,142141,Source Verified,2017-08-20,Current,home_improvement,28.1,0,683,688,2,1,10146,45.9,48,42268
LOAN_00001057,MEM_0001057,19922,15455, 36 months,6.59,1485.0396176486277,D,5 years,MORTGAGE,33489,Source Verified,2016-12-13,Fully Paid,debt_consolidation,22.29,1,684,689,21,2,5338,29.0,31,11477
LOAN_00001058,MEM_0001058,13175,5722, 36 months,9.18,1088.6501872109284,D,3 years,RENT,198507,Verified,2017-04-16,Fully Paid,home_improvement,17.02,0,661,666,20,1,4951,21.8,5,29141
LOAN_00001059,MEM_0001059,22389,13812, 36 months,11.24,666.8122836082059,B,10+ years,OWN,80840,Verified,2016-11-13,Fully Paid,car,25.51,0,832,837,10,2,43498,84.3,39,20968
LOAN_00001060,MEM_0001060,1822,31276, 60 months,10.33,327.4285439208543,A,2 years,RENT,196453,Not Verified,2016-10-19,Fully Paid,debt_consolidation,8.68,2,608,613,2,0,47342,78.3,34,17935
LOAN_00001061,MEM_0001061,18327,37776, 60 months,14.14,166.25711754286664,A,2 years,RENT,167982,Source Verified,2018-10-04,Late (31-120 days),other,32.69,4,709,714,26,1,33641,11.1,24,17001
LOAN_00001062,MEM_0001062,7150,11060, 36 months,24.69,1024.6761099078767,B,10+ years,RENT,57034,Source Verified,2015-08-03,Current,debt_consolidation,16.66,0,697,702,18,0,34618,94.3,40,34251
LOAN_00001063,MEM_0001063,5425,14056, 60 months,18.29,509.5856416899095,E,10+ years,OWN,54596,Source Verified,2015-11-26,Charged Off,other,30.19,0,606,611,5,0,42940,53.1,20,17238
LOAN_00001064,MEM_0001064,17032,7655, 36 months,19.84,382.7437644623086,E,1 year,MORTGAGE,94431,Verified,2016-11-06,Late (31-120 days),credit_card,32.47,0,797,802,6,2,8846,11.8,9,44816
LOAN_00001065,MEM_0001065,3198,23574, 36 months,18.66,600.9338613128834,A,10+ years,OWN,141045,Verified,2017-04-23,Current,major_purchase,3.01,0,732,737,9,2,3079,96.7,8,42207
LOAN_00001066,MEM_0001066,21079,14027, 60 months,22.0,909.7384773211796,B,5 years,OWN,183058,Not Verified,2018-11-21,Charged Off,home_improvement,27.02,2,677,682,21,0,3875,41.7,18,10568
LOAN_00001067,MEM_0001067,37220,5030, 60 months,9.31,1023.9725641918017,E,2 years,RENT,43302,Source Verified,2017-10-11,Fully Paid,other,12.11,2,726,731,8,2,22773,47.5,9,6767
LOAN_00001068,MEM_0001068,14859,25243, 60 months,23.08,985.4966005640687,B,10+ years,RENT,189374,Source Verified,2016-08-13,Fully Paid,debt_consolidation,14.35,4,628,633,8,0,19750,69.2,14,46675
LOAN_00001069,MEM_0001069,32419,34289, 36 months,27.63,1301.7350960633617,G,1 year,OWN,183604,Not Verified,2018-09-18,Current,other,29.34,0,731,736,8,2,20217,34.5,45,3794
LOAN_00001070,MEM_0001070,9705,20739, 36 months,8.43,367.1982750516671,B,1 year,MORTGAGE,57544,Not Verified,2017-03-31,Fully Paid,home_improvement,38.3,3,739,744,7,2,33815,4.2,15,37171
LOAN_00001071,MEM_0001071,24236,35168, 60 months,11.94,973.2819366358465,D,1 year,RENT,102312,Not Verified,2018-01-31,Charged Off,major_purchase,32.15,0,710,715,12,2,33477,66.6,26,24387
LOAN_00001072,MEM_0001072,23419,37491, 36 months,24.4,196.61584546983644,C,5 years,MORTGAGE,41984,Source Verified,2015-03-17,Fully Paid,home_improvement,11.67,4,717,722,8,2,46891,35.9,17,17051
LOAN_00001073,MEM_0001073,20978,31013, 36 months,20.62,844.5053003538078,A,10+ years,MORTGAGE,114651,Source Verified,2017-07-20,Fully Paid,medical,28.31,3,737,742,7,2,25801,63.1,45,28298
LOAN_00001074,MEM_0001074,38609,7579, 36 months,13.65,896.7396836100232,B,5 years,OWN,182339,Source Verified,2015-06-30,Charged Off,other,13.11,4,649,654,3,2,45894,76.8,42,24070
LOAN_00001075,MEM_0001075,16358,19242, 60 months,19.28,363.5440834545518,D,1 year,MORTGAGE,154225,Source Verified,2016-10-06,Current,home_improvement,17.58,4,603,608,12,1,28332,3.3,29,13614
LOAN_00001076,MEM_0001076,35177,5781, 60 months,13.09,617.9550384872935,B,< 1 year,MORTGAGE,114598,Not Verified,2016-05-31,Fully Paid,debt_consolidation,4.92,0,728,733,27,2,16413,64.7,15,6238
LOAN_00001077,MEM_0001077,30378,21448, 60 months,14.8,1249.4296898965135,D,10+ years,RENT,38711,Not Verified,2016-10-24,Charged Off,credit_card,33.37,1,839,844,12,2,34746,82.7,20,1081
LOAN_00001078,MEM_0001078,38334,22446, 36 months,15.1,265.193127941797,B,10+ years,RENT,168066,Not Verified,2015-08-26,Fully Paid,medical,25.88,1,647,652,25,0,4943,1.3,32,25235
LOAN_00001079,MEM_0001079,12382,12043, 60 months,10.59,680.0339865429683,C,5 years,RENT,189807,Source Verified,2017-04-07,Fully Paid,car,34.52,0,765,770,7,2,600,32.3,25,32744
LOAN_00001080,MEM_0001080,15596,20853, 36 months,18.5,1402.4629532566053,C,5 years,RENT,185662,Not Verified,2017-11-19,Fully Paid,credit_card,8.94,2,672,677,15,1,4441,69.0,13,21529
LOAN_00001081,MEM_0001081,34572,21079, 36 months,20.57,780.9579451644213,C,< 1 year,MORTGAGE,148241,Source Verified,2015-01-03,Fully Paid,credit_card,5.17,3,748,753,20,1,43413,84.1,10,14345
LOAN_00001082,MEM_0001082,14221,18101, 36 months,22.48,1101.4438821582662,B,5 years,MORTGAGE,174707,Not Verified,2018-09-08,Fully Paid,major_purchase,32.62,2,752,757,19,2,33364,69.5,22,18000
LOAN_00001083,MEM_0001083,2279,1642, 60 months,8.11,1248.955757355549,C,5 years,MORTGAGE,162414,Not Verified,2018-01-16,Charged Off,credit_card,35.16,3,703,708,21,0,14170,83.0,33,20745
LOAN_00001084,MEM_0001084,8083,29016, 36 months,21.46,345.47284352596404,D,10+ years,RENT,56714,Verified,2017-08-04,Fully Paid,credit_card,6.88,0,740,745,25,1,15717,85.1,30,2615
LOAN_00001085,MEM_0001085,18771,19932, 60 months,15.1,366.41499152275196,F,2 years,MORTGAGE,106709,Source Verified,2017-04-26,Current,home_improvement,25.68,1,783,788,3,1,18890,79.3,42,36373
LOAN_00001086,MEM_0001086,30975,25945, 36 months,13.55,1149.957611342656,D,< 1 year,RENT,171299,Source Verified,2015-04-22,Current,medical,6.6,1,685,690,23,1,13487,31.9,20,5854
LOAN_00001087,MEM_0001087,20063,8549, 60 months,23.03,1142.2947703557813,B,2 years,RENT,199327,Verified,2016-01-20,Charged Off,medical,0.58,4,706,711,9,2,48814,24.1,12,41425
LOAN_00001088,MEM_0001088,3106,14397, 60 months,14.09,137.26581492744765,B,10+ years,MORTGAGE,72285,Verified,2017-11-27,Fully Paid,home_improvement,21.69,1,751,756,16,1,17340,48.0,32,9420
LOAN_00001089,MEM_0001089,25557,26362, 60 months,11.94,517.6224490076984,A,< 1 year,MORTGAGE,68921,Source Verified,2017-01-10,Fully Paid,debt_consolidation,38.01,3,635,640,24,1,48920,57.4,27,2060
LOAN_00001090,MEM_0001090,21607,34717, 60 months,8.2,627.872113267235,A,< 1 year,OWN,166630,Verified,2018-06-29,Fully Paid,medical,23.62,1,777,782,8,1,46995,3.0,47,28096
LOAN_00001091,MEM_0001091,38599,24016, 60 months,14.46,1252.1085850331729,B,< 1 year,MORTGAGE,69190,Source Verified,2017-10-17,Current,medical,17.17,1,830,835,27,1,10804,90.8,35,46679
LOAN_00001092,MEM_0001092,29529,15732, 60 months,20.25,661.7002703731192,B,5 years,OWN,160115,Verified,2018-07-04,Current,medical,11.28,1,690,695,2,1,34535,37.3,7,11593
LOAN_00001093,MEM_0001093,36954,27911, 60 months,27.94,1392.5968910847034,B,1 year,OWN,99547,Source Verified,2017-06-24,Fully Paid,major_purchase,11.26,2,635,640,27,0,35518,16.2,20,20986
LOAN_00001094,MEM_0001094,28856,18866, 60 months,20.75,1495.081276853928,B,3 years,RENT,148916,Verified,2015-04-16,Fully Paid,medical,10.52,2,833,838,3,2,28653,21.0,17,3457
LOAN_00001095,MEM_0001095,3573,28621, 36 months,25.54,1182.052940256807,B,1 year,OWN,128819,Source Verified,2016-02-21,Fully Paid,debt_consolidation,8.37,2,610,615,12,0,16014,31.0,9,35263
LOAN_00001096,MEM_0001096,13808,13823, 36 months,19.96,1016.2606998725233,A,5 years,OWN,169677,Not Verified,2016-06-30,Fully Paid,medical,2.66,3,756,761,25,2,5936,36.1,28,12665
LOAN_00001097,MEM_0001097,36367,30986, 36 months,25.91,618.250890681328,B,5 years,MORTGAGE,79075,Verified,2018-01-29,Fully Paid,car,30.28,3,609,614,28,2,30379,91.4,13,26113
LOAN_00001098,MEM_0001098,37801,15690, 36 months,6.53,147.20719677544838,D,3 years,RENT,42512,Not Verified,2015-09-26,Charged Off,debt_consolidation,12.61,0,765,770,24,1,46695,35.4,19,29615
LOAN_00001099,MEM_0001099,35072,11956, 36 months,23.6,881.0511967743893,B,5 years,MORTGAGE,186911,Verified,2016-08-12,Current,medical,6.24,3,680,685,24,2,24416,23.3,10,45220
LOAN_00001100,MEM_0001100,24752,22303, 60 months,12.93,574.4721130387868,B,< 1 year,MORTGAGE,119831,Verified,2017-06-16,Fully Paid,other,24.17,0,708,713,21,0,2100,38.7,28,31113
LOAN_00001101,MEM_0001101,18685,37533, 60 months,23.43,558.8022099568982,A,2 years,OWN,133308,Source Verified,2018-12-01,Charged Off,car,37.37,4,763,768,26,0,36861,17.8,48,9497
LOAN_00001102,MEM_0001102,12372,30674, 60 months,6.51,1047.1784164286817,C,2 years,MORTGAGE,35237,Source Verified,2017-09-19,Fully Paid,debt_consolidation,27.54,4,675,680,23,0,36629,48.6,41,35065
LOAN_00001103,MEM_0001103,9996,36595, 60 months,22.3,722.2770699651219,E,< 1 year,MORTGAGE,185153,Source Verified,2015-09-06,Fully Paid,other,7.67,2,619,624,13,1,6872,92.9,38,42120
LOAN_00001104,MEM_0001104,17458,3058, 60 months,22.71,1140.5360749186025,A,1 year,OWN,100047,Source Verified,2015-03-01,Current,other,16.56,1,633,638,24,0,47875,74.8,6,38755
LOAN_00001105,MEM_0001105,32889,12519, 36 months,24.94,627.3511728937998,C,2 years,RENT,50896,Verified,2018-07-14,Charged Off,home_improvement,33.01,2,659,664,2,1,31289,88.9,9,2957
LOAN_00001106,MEM_0001106,27665,32115, 36 months,20.38,268.75190895551583,D,< 1 year,MORTGAGE,69737,Source Verified,2018-05-31,Late (31-120 days),other,2.03,0,763,768,11,0,20076,97.8,32,16963
LOAN_00001107,MEM_0001107,39243,1730, 60 months,12.65,718.9539129758575,C,1 year,MORTGAGE,68598,Verified,2016-05-05,Charged Off,medical,13.46,3,817,822,26,2,27019,38.4,45,33943
LOAN_00001108,MEM_0001108,32653,2832, 36 months,19.14,1428.9681457717768,E,10+ years,RENT,50365,Source Verified,2018-12-24,Charged Off,other,15.51,3,643,648,22,2,26810,18.1,48,7317
LOAN_00001109,MEM_0001109,27657,23889, 36 months,12.33,1212.2107122190096,E,2 years,MORTGAGE,126367,Verified,2015-11-21,Fully Paid,other,18.1,0,658,663,27,1,22613,65.3,36,40250
LOAN_00001110,MEM_0001110,23180,5179, 60 months,11.92,348.3364198563817,A,< 1 year,MORTGAGE,43325,Not Verified,2016-09-28,Fully Paid,debt_consolidation,22.35,4,646,651,10,2,23031,66.9,22,40308
LOAN_00001111,MEM_0001111,32896,7299, 60 months,9.97,617.3857273851669,C,2 years,OWN,140345,Source Verified,2018-02-02,Fully Paid,major_purchase,19.75,2,747,752,10,0,17192,64.5,45,19956
LOAN_00001112,MEM_0001112,13875,8830, 36 months,9.44,1395.2985380697796,D,2 years,MORTGAGE,80792,Source Verified,2015-01-29,Fully Paid,other,6.51,0,822,827,15,1,34966,76.7,47,47583
LOAN_00001113,MEM_0001113,2622,38570, 36 months,20.98,229.36363515352141,F,2 years,MORTGAGE,138474,Source Verified,2018-02-05,Current,major_purchase,16.68,4,765,770,28,1,9913,20.2,5,7856
LOAN_00001114,MEM_0001114,17725,23441, 60 months,26.12,418.22785070415716,E,3 years,RENT,41763,Source Verified,2017-04-15,Current,home_improvement,14.76,2,610,615,10,0,19651,1.3,36,13412
LOAN_00001115,MEM_0001115,16646,7615, 36 months,23.25,430.2228365142497,B,1 year,OWN,127508,Source Verified,2015-07-10,Fully Paid,credit_card,37.17,0,667,672,13,1,1946,50.1,33,43333
LOAN_00001116,MEM_0001116,18029,7762, 60 months,6.1,877.8526697098761,B,2 years,MORTGAGE,37853,Not Verified,2016-04-05,Fully Paid,major_purchase,29.71,3,808,813,14,0,21111,14.7,24,13003
LOAN_00001117,MEM_0001117,30402,39311, 36 months,6.6,645.563313581418,D,< 1 year,OWN,44225,Verified,2015-08-21,Fully Paid,medical,34.64,1,709,714,28,2,19751,2.8,9,42714
LOAN_00001118,MEM_0001118,5263,25709, 36 months,9.9,165.81247729463485,C,3 years,RENT,104130,Verified,2017-08-03,Current,home_improvement,28.39,1,794,799,11,2,29347,45.9,13,4603
LOAN_00001119,MEM_0001119,31987,38651, 60 months,13.1,962.3131091367742,C,5 years,MORTGAGE,130327,Source Verified,2015-08-29,Current,debt_consolidation,2.27,3,639,644,16,0,1266,67.9,27,33826
LOAN_00001120,MEM_0001120,9646,24434, 36 months,6.9,193.66290355421782,D,5 years,RENT,40217,Not Verified,2018-08-19,Current,car,18.96,1,761,766,5,0,29593,53.8,47,18921
LOAN_00001121,MEM_0001121,28529,22343, 60 months,12.77,929.3016513696633,A,1 year,MORTGAGE,157082,Source Verified,2015-11-12,Fully Paid,car,31.12,0,751,756,8,1,41422,3.2,34,39353
LOAN_00001122,MEM_0001122,12664,16739, 36 months,16.75,785.1621513277374,E,< 1 year,OWN,169044,Source Verified,2017-10-17,Fully Paid,car,23.66,3,711,716,3,0,17605,19.4,37,37671
LOAN_00001123,MEM_0001123,36737,1666, 36 months,16.56,765.8195580517032,E,3 years,OWN,176670,Source Verified,2016-08-20,Fully Paid,debt_consolidation,30.34,3,678,683,9,1,43708,42.9,19,49863
LOAN_00001124,MEM_0001124,36796,34044, 60 months,15.87,147.86955568388322,C,< 1 year,RENT,145714,Source Verified,2017-11-08,Fully Paid,other,38.48,1,829,834,25,2,18158,81.6,24,37555
LOAN_00001125,MEM_0001125,25027,28883, 36 months,11.77,976.869647981127,D,3 years,RENT,50215,Verified,2018-12-15,Fully Paid,debt_consolidation,9.9,1,724,729,5,0,45335,29.6,7,30852
LOAN_00001126,MEM_0001126,30373,15063, 60 months,19.13,675.4143749545296,D,10+ years,RENT,178102,Source Verified,2016-07-13,Charged Off,debt_consolidation,39.34,3,784,789,28,2,47621,85.5,29,7340
LOAN_00001127,MEM_0001127,37397,34649, 60 months,21.53,646.1038773142456,B,10+ years,MORTGAGE,87343,Source Verified,2017-04-30,Fully Paid,medical,4.82,0,793,798,27,1,47694,83.7,6,25714
LOAN_00001128,MEM_0001128,21609,35828, 36 months,11.93,914.8545248068782,A,10+ years,MORTGAGE,73764,Source Verified,2017-09-15,Fully Paid,major_purchase,36.8,4,757,762,29,0,28482,62.5,11,20992
LOAN_00001129,MEM_0001129,36835,10429, 60 months,6.71,929.0596869224937,A,3 years,MORTGAGE,107363,Source Verified,2017-08-25,Fully Paid,car,7.73,0,712,717,15,0,21227,84.6,45,24764
LOAN_00001130,MEM_0001130,39709,33926, 60 months,10.93,71.79827885488336,E,5 years,MORTGAGE,132837,Not Verified,2016-05-14,Charged Off,debt_consolidation,28.78,0,681,686,11,2,37997,65.6,37,20617
LOAN_00001131,MEM_0001131,20250,38997, 60 months,7.75,231.57755674464963,B,10+ years,RENT,125269,Not Verified,2017-07-24,Fully Paid,other,31.33,4,780,785,21,0,25713,18.9,5,14877
LOAN_00001132,MEM_0001132,22172,33269, 36 months,17.35,392.9514202248449,A,1 year,MORTGAGE,132974,Verified,2018-02-02,Charged Off,other,32.45,0,638,643,6,1,6973,1.2,28,26084
LOAN_00001133,MEM_0001133,12555,32704, 60 months,8.12,1033.0671333516698,C,1 year,RENT,82031,Not Verified,2015-10-24,Current,car,17.51,0,766,771,25,2,23363,59.6,36,15006
LOAN_00001134,MEM_0001134,22874,29391, 60 months,14.26,886.2746341929308,A,< 1 year,OWN,173354,Not Verified,2017-02-24,Charged Off,medical,6.77,3,672,677,23,0,38135,20.6,19,38955
LOAN_00001135,MEM_0001135,14081,25187, 36 months,9.42,1148.5622419578929,A,3 years,MORTGAGE,41977,Not Verified,2016-01-26,Charged Off,home_improvement,31.84,4,780,785,23,0,24805,61.0,5,23409
LOAN_00001136,MEM_0001136,25063,3526, 60 months,19.77,1123.8813180385926,C,10+ years,RENT,143785,Verified,2018-05-12,Fully Paid,car,25.78,4,672,677,20,1,23396,21.8,41,49670
LOAN_00001137,MEM_0001137,7819,25686, 60 months,5.55,1287.1151603489186,C,3 years,RENT,175579,Not Verified,2017-11-06,Fully Paid,medical,10.32,0,655,660,6,2,42561,12.7,37,43234
LOAN_00001138,MEM_0001138,26712,8803, 60 months,19.09,596.3815488450002,C,2 years,MORTGAGE,112852,Verified,2015-10-07,Fully Paid,car,15.7,2,623,628,15,1,2676,42.1,19,40275
LOAN_00001139,MEM_0001139,25762,33668, 36 months,11.39,550.3426059657891,D,1 year,RENT,121455,Verified,2015-05-23,Fully Paid,home_improvement,11.9,4,647,652,26,1,1450,74.9,27,21559
LOAN_00001140,MEM_0001140,12046,7574, 36 months,5.02,1254.9723344275217,D,3 years,MORTGAGE,76272,Not Verified,2016-07-19,Charged Off,car,36.59,1,652,657,11,2,30567,23.6,24,45503
LOAN_00001141,MEM_0001141,32463,9733, 36 months,22.38,394.52222410741757,C,< 1 year,MORTGAGE,179376,Source Verified,2017-04-29,Charged Off,major_purchase,32.15,4,764,769,17,2,15415,83.9,12,35559
LOAN_00001142,MEM_0001142,29769,8257, 36 months,18.43,718.6999418267301,D,10+ years,MORTGAGE,103556,Source Verified,2016-11-27,Fully Paid,car,35.3,1,683,688,29,1,3292,89.3,48,25925
LOAN_00001143,MEM_0001143,24150,37051, 36 months,9.98,331.7721954322621,B,5 years,RENT,189908,Source Verified,2017-11-05,Fully Paid,car,2.06,1,643,648,4,2,44213,25.6,19,31029
LOAN_00001144,MEM_0001144,3711,16909, 36 months,18.28,1375.0690761018598,C,10+ years,RENT,55947,Not Verified,2016-07-01,Fully Paid,other,26.44,1,764,769,2,0,14334,25.9,11,43504
LOAN_00001145,MEM_0001145,5853,25146, 60 months,17.23,641.3143689901068,C,5 years,MORTGAGE,35158,Source Verified,2015-01-06,Current,debt_consolidation,10.7,4,651,656,9,0,22569,35.7,35,19607
LOAN_00001146,MEM_0001146,30077,12802, 36 months,14.47,358.1060024347011,B,1 year,RENT,186865,Not Verified,2016-08-02,Fully Paid,car,29.93,4,814,819,12,2,42944,71.2,21,47284
LOAN_00001147,MEM_0001147,24863,8896, 36 months,13.39,1053.4194163249224,B,10+ years,MORTGAGE,133873,Not Verified,2016-09-03,Fully Paid,other,35.64,3,818,823,9,2,37649,12.3,6,42602
LOAN_00001148,MEM_0001148,22792,29133, 36 months,25.74,404.73478340519404,A,1 year,MORTGAGE,151664,Not Verified,2018-04-17,Fully Paid,credit_card,30.64,3,610,615,10,1,30994,79.4,31,47665
LOAN_00001149,MEM_0001149,9942,14526, 36 months,9.9,1418.0802245968239,C,2 years,MORTGAGE,45344,Verified,2018-04-02,Charged Off,car,36.43,1,653,658,29,0,23151,51.7,11,13672
LOAN_00001150,MEM_0001150,2762,12278, 60 months,12.97,583.0446714736466,C,1 year,MORTGAGE,56215,Not Verified,2018-09-13,Fully Paid,home_improvement,15.95,3,692,697,25,1,46252,59.8,42,29755
LOAN_00001151,MEM_0001151,32987,26551, 60 months,11.58,1013.7290325476638,B,3 years,MORTGAGE,98264,Verified,2017-09-29,Current,credit_card,24.97,2,692,697,8,0,22803,81.4,48,31748
LOAN_00001152,MEM_0001152,16850,26298, 36 months,25.42,550.6051501782495,F,3 years,RENT,47249,Verified,2015-11-01,Fully Paid,medical,18.99,3,654,659,10,0,48541,10.1,33,43357
LOAN_00001153,MEM_0001153,13112,36338, 60 months,23.33,1220.5060953405368,C,3 years,MORTGAGE,141331,Not Verified,2017-07-03,Fully Paid,other,33.2,1,674,679,6,2,45149,86.6,18,49384
LOAN_00001154,MEM_0001154,25058,23191, 36 months,22.0,1350.537974483025,E,3 years,RENT,73510,Verified,2018-01-08,Fully Paid,medical,22.52,0,770,775,5,1,4053,94.3,44,14617
LOAN_00001155,MEM_0001155,39890,34092, 60 months,20.95,1192.4816211514399,C,2 years,RENT,104918,Verified,2017-09-18,Fully Paid,credit_card,28.39,2,802,807,17,0,39702,68.6,6,49025
LOAN_00001156,MEM_0001156,1481,24871, 36 months,24.74,1280.323577154904,B,1 year,RENT,127945,Not Verified,2016-12-07,Fully Paid,major_purchase,25.24,4,823,828,6,2,18958,76.9,46,38404
LOAN_00001157,MEM_0001157,33921,10721, 36 months,23.94,197.72720050957216,F,1 year,MORTGAGE,170746,Not Verified,2016-11-11,Charged Off,other,34.49,2,703,708,3,2,8447,12.8,26,41620
LOAN_00001158,MEM_0001158,2524,39413, 36 months,23.02,1389.8937816979462,E,1 year,MORTGAGE,122775,Source Verified,2018-02-04,Fully Paid,debt_consolidation,21.13,0,647,652,6,1,45257,51.8,37,27310
LOAN_00001159,MEM_0001159,35888,31279, 36 months,24.66,955.2360568691564,C,2 years,MORTGAGE,178994,Verified,2018-01-17,Fully Paid,medical,4.35,0,775,780,18,2,29975,24.9,49,3516
LOAN_00001160,MEM_0001160,16048,15404, 60 months,8.14,1310.3654216409896,B,2 years,RENT,158027,Not Verified,2017-02-11,Charged Off,credit_card,37.96,1,649,654,18,2,26597,79.3,42,7610
LOAN_00001161,MEM_0001161,36111,5486, 36 months,17.68,1042.4333080688525,B,3 years,MORTGAGE,75027,Not Verified,2017-07-21,Fully Paid,credit_card,22.24,0,688,693,24,1,7618,79.4,5,17400
LOAN_00001162,MEM_0001162,38904,36198, 60 months,19.78,342.67911938838006,E,10+ years,RENT,179647,Not Verified,2016-10-21,Fully Paid,car,31.31,4,713,718,22,2,22316,38.1,5,18678
LOAN_00001163,MEM_0001163,35008,29687, 60 months,23.36,933.854897386231,A,2 years,MORTGAGE,42770,Not Verified,2016-01-22,Fully Paid,home_improvement,27.16,2,810,815,13,2,38009,71.3,31,36218
LOAN_00001164,MEM_0001164,1060,14156, 60 months,25.68,181.87204759855442,D,2 years,MORTGAGE,55722,Not Verified,2018-11-29,Charged Off,credit_card,17.27,2,624,629,11,1,38415,52.1,20,25537
LOAN_00001165,MEM_0001165,10130,1567, 36 months,21.84,1058.79839381633,D,< 1 year,RENT,181136,Verified,2016-05-04,Fully Paid,credit_card,38.05,2,659,664,15,0,18101,51.3,23,17661
LOAN_00001166,MEM_0001166,19023,3179, 60 months,23.92,643.0516545668305,B,3 years,RENT,46716,Verified,2018-03-17,Fully Paid,home_improvement,29.31,3,682,687,14,0,47259,66.8,8,38811
LOAN_00001167,MEM_0001167,14350,3019, 60 months,18.75,270.013100995303,D,3 years,RENT,53600,Not Verified,2017-02-23,Fully Paid,home_improvement,9.26,2,618,623,24,1,47321,58.6,6,33524
LOAN_00001168,MEM_0001168,25354,16919, 60 months,5.14,1469.8832330092005,D,< 1 year,RENT,166700,Source Verified,2016-04-23,Fully Paid,medical,39.83,0,707,712,11,1,13767,16.6,11,33254
LOAN_00001169,MEM_0001169,29145,20703, 36 months,5.22,1356.5724151054876,C,1 year,MORTGAGE,85579,Source Verified,2017-04-21,Charged Off,other,39.99,3,816,821,18,0,41953,62.2,48,2167
LOAN_00001170,MEM_0001170,35020,19704, 60 months,15.89,1345.638384434718,C,10+ years,RENT,33307,Verified,2015-03-31,Default,car,11.58,2,670,675,5,2,21301,42.9,22,40089
LOAN_00001171,MEM_0001171,21587,19030, 36 months,13.71,1193.7894442107668,E,< 1 year,RENT,68287,Not Verified,2016-10-13,Fully Paid,major_purchase,39.41,2,743,748,14,1,45401,45.1,20,24048
LOAN_00001172,MEM_0001172,10650,4909, 60 months,14.02,1053.3726314581004,C,< 1 year,MORTGAGE,111983,Verified,2017-08-26,Current,medical,24.7,3,754,759,20,1,1019,79.8,43,23615
LOAN_00001173,MEM_0001173,20933,9015, 60 months,16.009999999999998,999.8652464237555,D,10+ years,MORTGAGE,197105,Not Verified,2018-12-15,Fully Paid,major_purchase,7.41,1,632,637,16,2,29638,75.2,19,16199
LOAN_00001174,MEM_0001174,21581,4420, 36 months,23.35,203.83606467059016,C,10+ years,OWN,129497,Not Verified,2017-02-19,Fully Paid,car,39.13,2,705,710,28,2,16035,71.8,12,40936
LOAN_00001175,MEM_0001175,24393,17740, 36 months,15.18,1355.8210412117585,A,< 1 year,OWN,146699,Source Verified,2017-03-01,Fully Paid,debt_consolidation,4.08,1,612,617,7,1,29107,83.7,13,28811
LOAN_00001176,MEM_0001176,24051,31328, 60 months,27.12,1327.636174641685,G,2 years,RENT,166578,Not Verified,2018-09-21,Current,home_improvement,25.5,4,806,811,2,0,31517,19.9,22,38487
LOAN_00001177,MEM_0001177,27212,20465, 36 months,23.06,1134.3863084610375,C,< 1 year,OWN,80795,Not Verified,2018-08-28,Charged Off,medical,33.48,2,745,750,2,2,27302,49.9,38,11453
LOAN_00001178,MEM_0001178,5090,5131, 60 months,17.990000000000002,1394.6066906589276,B,5 years,RENT,77380,Not Verified,2015-11-08,Charged Off,car,33.17,3,604,609,4,1,11756,96.1,30,49514
LOAN_00001179,MEM_0001179,7960,11652, 60 months,13.94,851.9710045270883,D,< 1 year,MORTGAGE,48207,Not Verified,2017-10-11,Fully Paid,home_improvement,0.25,3,778,783,9,2,5654,10.1,45,28473
LOAN_00001180,MEM_0001180,36772,22507, 36 months,20.22,699.0813853404552,D,1 year,RENT,140277,Verified,2015-03-17,Fully Paid,home_improvement,17.01,4,670,675,28,0,4474,93.7,41,16806
LOAN_00001181,MEM_0001181,22520,24806, 36 months,19.16,1453.5237331411042,B,1 year,RENT,169460,Not Verified,2015-09-16,Charged Off,major_purchase,3.55,3,777,782,19,0,22323,14.5,15,26235
LOAN_00001182,MEM_0001182,37408,20171, 36 months,14.57,722.9902223066013,E,10+ years,RENT,46407,Source Verified,2017-10-25,Fully Paid,credit_card,10.38,0,633,638,26,0,24719,4.1,43,46251
